expression,reading,meaning,tags,guid
デート,デート,date (in the sense of 'social engagement' only),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.3 Genki,OE9g6(Wr!Q
敵,てき,"enemy, rival",JLPT JLPT_2 JLPT_3,Ea+9Js(Fd+
出来事,できごと,"incident happening, event",JLPT JLPT_2 JLPT_3,jSaj(o[]4Q
適する,てきする,"to fit, to suit",JLPT JLPT_2 JLPT_3,BBp^;rnN&Z
適切,てきせつ,"appropriate, adequate, relevance",JLPT JLPT_2 JLPT_3,GJ78SM<nAC
適度,てきど,moderate,JLPT JLPT_2 JLPT_3,"P,Aa?trXr^"
適用,てきよう,applying,JLPT JLPT_2 JLPT_3,F[1:.C?p}A
できれば,できれば,if possible…,JLPT JLPT_2 JLPT_3,Nl1_P@+[2J
手品,てじな,"conjuring trick, magic",JLPT JLPT_2 JLPT_3,Bmip}Vg}I5
ですから,ですから,therefore,JLPT JLPT_2 JLPT_3,Jo!p#Qfr#o
鉄,てつ,iron,JLPT JLPT_2 JLPT_3,u7QQ@g<pTi
哲学,てつがく,philosophy,JLPT JLPT_2 JLPT_3,w4;9Z6RDj*
手伝い,てつだい,"help, helper, assistant",JLPT JLPT_2 JLPT_3,KsJJ=HC*D~
徹底,てってい,"thoroughness, completeness",JLPT JLPT_2 JLPT_3,u^FH5{m=7A
鉄道,てつどう,railway; railroad,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,fH8D~mT1*!
徹夜,てつや,"staying up all night, sleepless night",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"Lx.`K,!_&%"
手間,てま,"time, labor",JLPT JLPT_2 JLPT_3,zh##v%wLiw
デモ,デモ,"demo, demonstration",JLPT JLPT_2 JLPT_3,zxldW(*v39
典型,てんけい,"type, pattern, archetypal",JLPT JLPT_2 JLPT_3,b#]l?Jh5h
天候,てんこう,weather,JLPT JLPT_2 JLPT_3,Du(D%o0?(h
電子,でんし,electron; electronic,JLPT JLPT_2 JLPT_3,KF~X[<t._6
テント,テント,tent,JLPT JLPT_2 JLPT_3,C+]@`|c9$-
伝統,でんとう,"tradition, convention",JLPT JLPT_2 JLPT_3,b?a#:(nI:=
天然,てんねん,"nature, spontaneity",JLPT JLPT_2 JLPT_3,mJ@k+Q+jCj
問い,とい,"question, query",JLPT JLPT_2 JLPT_3,qN5[}C*k;Z
党,とう,party (political),JLPT JLPT_2 JLPT_3,CwN*@P-oun
塔,とう,"tower, pagoda",JLPT JLPT_2 JLPT_3,K]pA87hQ2g
答案,とうあん,"examination paper, examination script",JLPT JLPT_2 JLPT_3,MoK&)Fu]bx
同一,どういつ,"identity, sameness, similarity",JLPT JLPT_2 JLPT_3,l<daK{7I?K
銅貨,どうか,copper coin,JLPT JLPT_2 JLPT_3,v?#F}bohO.
当時,とうじ,"at that time, in those days (same as そのころ)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,cAqI6F$%jo
動詞,どうし,verb,JLPT JLPT_2 JLPT_3,Jt^|GpM7=V
同時,どうじ,"simultaneous(ly), same time",JLPT JLPT_2 JLPT_3,yvg^A$k^a|
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,u>t|EJmDdT
どうぞよろしく,どうぞよろしく,pleased to meet you,JLPT JLPT_2 JLPT_3,k:&n.w>9]!
到着,とうちゃく,arrival,JLPT JLPT_2 JLPT_3,i)aR;Wlc03
道徳,どうとく,morals,JLPT JLPT_2 JLPT_3,F<|nkQy)11
投票,とうひょう,"voting, poll",JLPT JLPT_2 JLPT_3,NlT[;z*wrK
東洋,とうよう,Orient,JLPT JLPT_2 JLPT_3,kzZ}UECtrI
同様,どうよう,"identical, same (kind), like",JLPT JLPT_2 JLPT_3,w[nqm0x.)$
童謡,どうよう,"children's song, nursery rhyme",JLPT JLPT_2 JLPT_3,pW$[md&UnE
同僚,どうりょう,colleague; co-worker,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki Genki_Ln.21,Ra.t5JBS3r
道路,どうろ,road,JLPT JLPT_2 JLPT_3,zy.8&725kR
通す,とおす,"to let pass, to overlook, to continue",JLPT JLPT_2 JLPT_3,iHbDjUw`ah
通り過ぎる,とおりすぎる,"to pass, to pass through",JLPT JLPT_2 JLPT_3,n%iou*]&!6
都会,とかい,city,JLPT JLPT_2 JLPT_3,p*_|WF)kYy
溶く,とく,to dissolve (paint),JLPT JLPT_2 JLPT_3,M1t!(0fZzF
解く,とく,"to unfasten; answer, solve",JLPT JLPT_2 JLPT_3,b.j;M[.:j7
退く,どく,"to retreat, to recede, to withdraw",JLPT JLPT_2 JLPT_3,c$$~C+pfb}
毒,どく,"poison, toxicant",JLPT JLPT_2 JLPT_3,DARItH3te]
得意,とくい,"pride, triumph, prosperity",JLPT JLPT_2 JLPT_3,w<S{;~)l0:
読書,どくしょ,reading,JLPT JLPT_2 JLPT_3,F6~L<UDvE+
独身,どくしん,"single, unmarried",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,img~a/~?x<
特徴,とくちょう,characteristic(s); feature(s); trait(s),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,dd#*-FyzHW
特長,とくちょう,"forte, merit",JLPT JLPT_2 JLPT_3,e_t7Cd~09D
独特,どくとく,"peculiarity, uniqueness, characteristic",JLPT JLPT_2 JLPT_3,"hWn,<pPOA"
独立,どくりつ,"independence (e.g., Ind. Day), self-support",JLPT JLPT_2 JLPT_3,wgVbY)l!G:
溶ける,とける,"to melt, to thaw, to dissolve",JLPT JLPT_2 JLPT_3,Go3eNt+^C%
解ける,とける,"to come untied, to come apart",JLPT JLPT_2 JLPT_3,E_4w+LM=cF
どこか,どこか,"somewhere, anywhere",JLPT JLPT_2 JLPT_3,n<7QA|Q%GZ
ところが,ところが,"however, while, even if",JLPT JLPT_2 JLPT_3,m-8$vGofT(
ところで,ところで,by the way; even if,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,yzfKCn.aBb
登山,とざん,mountain-climbing,JLPT JLPT_2 JLPT_3,N-%3i1PqFk
都市,とし,"town, city, urban",JLPT JLPT_2 JLPT_3,tNXI!+#v:`
年月,としつき,months and years,JLPT JLPT_2 JLPT_3,b%`/I;RJ$^
図書,としょ,books,JLPT JLPT_2 JLPT_3,e>Nm^AgJ])
年寄,としより,"old people, the aged",JLPT JLPT_2 JLPT_3,dH(n+sRgp{
閉じる,とじる,"to close (e.g., book, eyes), to shut",JLPT JLPT_2 JLPT_3,JWs?hJ:*yD
途端,とたん,"just (now, at the moment, etc.)",JLPT JLPT_2 JLPT_3,hC>h/uXgyk
土地,とち,"plot of land, lot, soil",JLPT JLPT_2 JLPT_3,d;>FkWx>zj
突然,とつぜん,"abruptly, suddenly, unexpectedly",JLPT JLPT_2 JLPT_3,u9EG(SkQ{j
トップ,トップ,top,JLPT JLPT_2 JLPT_3,q]>Jr![.(N
届く,とどく,to reach,JLPT JLPT_2 JLPT_3,e?<7!g}yZ;
とにかく,とにかく,"anyhow, at any rate, anyway",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,im{&K_@wV
飛ばす,とばす,"to skip over, to omit",JLPT JLPT_2 JLPT_3,Hs}AOgVJU~
飛び出す,とびだす,"to jump out, to rush out, to fly out",JLPT JLPT_2 JLPT_3,jD`AkcS%la
留める,とめる,"to fasten, to turn off, to detain",JLPT JLPT_2 JLPT_3,EluezN4]RV
泊める,とめる,to have someone stay (over night) (v.t.),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,sr$3#;WnNi
友,とも,"friend, companion, pal",JLPT JLPT_2 JLPT_3,I(06/Hp@B7
共に,ともに,"sharing with, participate in",JLPT JLPT_2 JLPT_3,J&blXp45W[
虎,とら,tiger,JLPT JLPT_2 JLPT_3,q3*!nq{_pc
ドライブ,ドライブ,"drive, driving",JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,"I,~F.X8Z8F"
トラック,トラック,truck; (running) track,JLPT JLPT_2 JLPT_3,q*_SbJJ@!!
ドラマ,ドラマ,drama,JLPT JLPT_2 JLPT_3,mL~N]Bfwf}
トランプ,トランプ,playing cards (lit: trump),JLPT JLPT_2 JLPT_3,m&n=U!*VAu
取り上げる,とりあげる,"to take up, to pick up; to confiscate",JLPT JLPT_2 JLPT_3,hUa->MmssI
努力,どりょく,"great effort, exertion, endeavor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,P$}d5=b$SY
トレーニング,トレーニング,training,JLPT JLPT_2 JLPT_3,h-6r=v)@/P
ドレス,ドレス,dress,JLPT JLPT_2 JLPT_3,wj.H_PUH[6
取れる,とれる,"to come off, to be taken off",JLPT JLPT_2 JLPT_3,Hw{&qvpk7n
泥,どろ,mud,JLPT JLPT_2 JLPT_3,d(Q$9Oy/;r
トン,トン,ton (1000 lbs.),JLPT JLPT_2 JLPT_3,c$BFN)`=lz
とんでもない,とんでもない,"outrageous, No way!",JLPT JLPT_2 JLPT_3,bl*lVwAn^S
どんなに,どんなに,"how, how much",JLPT JLPT_2 JLPT_3,AecyZ~s0IY
トンネル,トンネル,tunnel,JLPT JLPT_2 JLPT_3,"gyvzV/QL,O"
名,な,"name, reputation",JLPT JLPT_2 JLPT_3,O0j|#CZ{DW
内容,ないよう,"subject, contents, detail",JLPT JLPT_2 JLPT_3,i{JT|O:vZ0
なお,なお,"still, yet",JLPT JLPT_2 JLPT_3,x$e]XDdzMn
仲,なか,"relation, relationship",JLPT JLPT_2 JLPT_3,x6DIm?q|TP
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",JLPT JLPT_2 JLPT_3,b9+3bd5x%g
半ば,なかば,"middle, halfway",JLPT JLPT_2 JLPT_3,m<2jyxDj3g
仲間,なかま,"company, fellow, colleague, associate",JLPT JLPT_2 JLPT_3,O~m#4j_48)
中身,なかみ,content(s); substance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,J`BoSI)KdS
中味,なかみ,"contents, interior, filling",JLPT JLPT_2 JLPT_3,iXe{m_#VVd
眺め,ながめ,scene; view; prospect; outlook,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,q7BF&&<kDs
眺める,ながめる,"to view, to gaze at",JLPT JLPT_2 JLPT_3,Jux]l79hU7
流れ,ながれ,"stream, current",JLPT JLPT_2 JLPT_3,d.aR+yRU]C
流れる,ながれる,"to flow, to be washed away",JLPT JLPT_2 JLPT_3,L(]6kjxkO5
亡くす,なくす,to lose someone,JLPT JLPT_2 JLPT_3,KL@%|R=4Tw
殴る,なぐる,to strike; to hit; to punch,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,eS]UZnH]O8
無し,なし,without,JLPT JLPT_2 JLPT_3,tUofx+jM%K
なぜなら,なぜなら,because,JLPT JLPT_2 JLPT_3,H{Gk:ou^*M
謎,なぞ,"riddle, puzzle, enigma",JLPT JLPT_2 JLPT_3,"NDO,I}[;_1"
納得,なっとく,"consent, assent, understanding",JLPT JLPT_2 JLPT_3,JuwJ4CGSR`
何か,なにか,something,JLPT JLPT_3 JLPT_2 Genki_Ln.8 Genki,j.C?;uY)C5
なにも,なにも,nothing,JLPT JLPT_2 JLPT_3,MXWN];^p1V
鍋,なべ,"saucepan, pot",JLPT JLPT_2 JLPT_3,mwf<LRd<l+
生,なま,"raw, unprocessed",JLPT JLPT_2 JLPT_3,r*Fk8g)/r@
怠ける,なまける,"to be idle, to neglect",JLPT JLPT_2 JLPT_3,"yx?2EFwB,]"
波,なみ,wave,JLPT JLPT_2 JLPT_3,pN{_T4/c^1
涙,なみだ,tear,JLPT JLPT_2 JLPT_3,oRUb;($Ghp
悩む,なやむ,"to agonize, to be troubled",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,bu-LsE_(B1
鳴らす,ならす,"to ring, to sound",JLPT JLPT_2 JLPT_3,i97JG)YBV+
為る,なる,"to change, to be of use, to reach to",JLPT JLPT_2 JLPT_3,bNL#{T]zX=
生る,なる,to bear fruit,JLPT JLPT_2 JLPT_3,L4foi?c6%U
馴れる,なれる,"to become domesticated, to become tame",JLPT JLPT_2 JLPT_3,ol(4_S7K{0
縄,なわ,rope,JLPT JLPT_2 JLPT_3,n`oE5IcC;2
何で,なんで,"Why, What for",JLPT JLPT_2 JLPT_3,HqNM3@mEGg
何でも,なんでも,"by all means, everything",JLPT JLPT_2 JLPT_3,KLOu@z)~5u
何とか,なんとか,"somehow, anyhow, one way or another",JLPT JLPT_2 JLPT_3,PsxfE&mMV)
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,jtNV<xuHWD
煮える,にえる,"to boil, to cook, to be cooked",JLPT JLPT_2 JLPT_3,"bik,,M3:tN"
苦手,にがて,"poor (at), weak (in), dislike (of)",JLPT JLPT_2 JLPT_3,M3gYUPwtEh
握る,にぎる,"to grasp, to seize, to mold sushi",JLPT JLPT_2 JLPT_3,vmSd+R!f5d
日,にち,day,JLPT JLPT_2 JLPT_3,Nod.Sq)g|g
日常,にちじょう,"ordinary, regular, everyday",JLPT JLPT_2 JLPT_3,m=K]ZkdB>_
日光,にっこう,sunlight,JLPT JLPT_2 JLPT_3,O|V6=xs6Hv
日中,にっちゅう,"daytime, broad daylight",JLPT JLPT_2 JLPT_3,1%wJTAZoF
にっこり,にっこり,"smile sweetly, smile, grin",JLPT JLPT_2 JLPT_3,A?rMl+E(~y
日本,にっぽん,Japan,JLPT JLPT_2 JLPT_3,xVTGJL[~Hv
日本,にほん,Japan,JLPT JLPT_3 JLPT_2 Genki_Ln.1 Genki,"PdXU2>,+,$"
入場,にゅうじょう,"entrance, admission, entering",JLPT JLPT_2 JLPT_3,zYrH7+;Jc+
煮る,にる,"to boil, to cook",JLPT JLPT_2 JLPT_3,"GsAuw,hW%."
人気,にんき,popularity,JLPT JLPT_2 JLPT_3,IO!K5zC:])
人間,にんげん,"human being, person",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,to[4Ed0}
抜く,ぬく,"to extract, to omit, to unplug",JLPT JLPT_2 JLPT_3,J$S#dr#O.=
抜ける,ぬける,"to come out, to fall out, to be omitted",JLPT JLPT_2 JLPT_3,J{iiC<@SQ{
布,ぬの,cloth,JLPT JLPT_2 JLPT_3,q$ysjT]VCx
濡らす,ぬらす,"to wet, to soak",JLPT JLPT_2 JLPT_3,z@Vcw1=;j2
根,ね,root,JLPT JLPT_2 JLPT_3,d=p6h26.c<
値,ね,"value, price, cost",JLPT JLPT_2 JLPT_3,EQ[K4a8j3!
願い,ねがい,"desire, wish, request",JLPT JLPT_2 JLPT_3,sUyGKFZ%Xv
願う,ねがう,"to desire, to wish, to request",JLPT JLPT_2 JLPT_3,2e?!QE;A1
鼠,ねずみ,"mouse, rat",JLPT JLPT_2 JLPT_3,G}*K+YvkrL
熱帯,ねったい,tropics,JLPT JLPT_2 JLPT_3,kkWXGyi|&~
熱中,ねっちゅう,"enthusiasm, zeal, mania",JLPT JLPT_2 JLPT_3,lPMoEzcLqx
年間,ねんかん,year,JLPT JLPT_2 JLPT_3,d_NdY-B:AA
年月,ねんげつ,months and years,JLPT JLPT_2 JLPT_3,p^QZ#pHDS+
年中,ねんじゅう,"whole year, always, everyday",JLPT JLPT_2 JLPT_3,E0SJPrLvM7
年代,ねんだい,"age, era, period",JLPT JLPT_2 JLPT_3,wqq!d<%$gr
年齢,ねんれい,"age, years",JLPT JLPT_2 JLPT_3,"lI,ZQ1?Z/$"
野,の,field,JLPT JLPT_2 JLPT_3,y-+2`{({f&
能,のう,"being skilled in, nicely, properly",JLPT JLPT_2 JLPT_3,m[Pt*UAu7d
農家,のうか,"farmer, farm family",JLPT JLPT_2 JLPT_3,v*vXrV&l.l
農業,のうぎょう,agriculture,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,A3L<i~4B/)
農民,のうみん,"farmers, peasants",JLPT JLPT_2 JLPT_3,l^C||-Q@FF
能力,のうりょく,"ability, faculty",JLPT JLPT_2 JLPT_3,PQ%>W3<m<u
ノー,ノー,no,JLPT JLPT_2 JLPT_3,A$DCH!&r|T
軒,のき,eaves,JLPT JLPT_2 JLPT_3,DjCz-B0?P;
残す,のこす,"to leave (behind, over), to save, to reserve",JLPT JLPT_2 JLPT_3,G9}3C/kn`n
残り,のこり,"remaining, left-over",JLPT JLPT_2 JLPT_3,1Ev%4g:!#
乗せる,のせる,"to place on (something), to take on board",JLPT JLPT_2 JLPT_3,P;&]8~|B5t
載せる,のせる,to place on (something); to publish,JLPT JLPT_2 JLPT_3,c~;t;&Vnza
覗く,のぞく,"to peek in, to look in",JLPT JLPT_2 JLPT_3,Hy+I.kN0`%
除く,のぞく,"to remove, to exclude, to except",JLPT JLPT_2 JLPT_3,y<H]05[a~3
望み,のぞみ,"wish, desire, (a) hope",JLPT JLPT_2 JLPT_3,QMT.-k$<Eb
望む,のぞむ,"to desire, to wish for; to view",JLPT JLPT_2 JLPT_3,"eI17,m{o4{"
後,のち,"afterwards, since then",JLPT JLPT_2 JLPT_3,Rbg3w%yZT]
ノック,ノック,knock; fungo (baseball),JLPT JLPT_2 JLPT_3,I|?mZ`76Sc
伸ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,xaB1#1Nz$
延ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,MCU^h_@4jl
伸びる,のびる,"to extend, to make progress, to grow",JLPT JLPT_2 JLPT_3,BVa+StSI^2
延びる,のびる,to be prolonged,JLPT JLPT_2 JLPT_3,h;x99>{wy|
述べる,のべる,"to state, to express, to mention",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,vf(j*ek(yX
上る,のぼる,"to ascend, to go up, to climb",JLPT JLPT_2 JLPT_3,n99IdD&<1l
昇る,のぼる,"to arise, to ascend, to go up",JLPT JLPT_2 JLPT_3,B@kvH2BlIF
載る,のる,"to appear (in print), to be recorded",JLPT JLPT_2 JLPT_3,Nibr^Gs/g<
のんびり,のんびり,"carefree, at leisure",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,lW(_0K#qr1
場,ば,"place, field (physics)",JLPT JLPT_2 JLPT_3,GDd)tLjDFI
はあ (かん),はあ (かん),(sigh),JLPT JLPT_2 JLPT_3,q->2~QuZ7t
パーセント,パーセント,percent,JLPT JLPT_2 JLPT_3,tRJyHS5V6y
灰,はい,ash,JLPT JLPT_2 JLPT_3,yp;].asZlp
梅雨,ばいう,rainy season,JLPT JLPT_2 JLPT_3,PSy.Vi_[#
バイオリン,バイオリン,violin,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,P0|;%A4sXQ
ハイキング,ハイキング,hiking,JLPT JLPT_2 JLPT_3,HcQ1$Os%x4
配達,はいたつ,"delivery, distribution",JLPT JLPT_2 JLPT_3,xw:Qj132Wm
パイプ,パイプ,pipe; channels official or otherwise,JLPT JLPT_2 JLPT_3,l4YS(}+dg9
俳優,はいゆう,"actor, actress, performer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fZuFXWr:[`
パイロット,パイロット,pilot,JLPT JLPT_2 JLPT_3,bJuDn%>JBm
生える,はえる,"to grow, to spring up; to cut (teeth)",JLPT JLPT_2 JLPT_3,H`:KnzwCJZ
墓,はか,"grave, tomb",JLPT JLPT_2 JLPT_3,"wyd?,|D3$8"
馬鹿,ばか,"fool, idiot",JLPT JLPT_2 JLPT_3,NNq|t=8Aut
博士,はかせ,"doctorate, PhD., doctor",JLPT JLPT_2 JLPT_3,ya}G1t{rx^
計る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,r=0WeQKi!d
量る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,CRts&/>]cr
測る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,E)0?EIUz7g
掃く,はく,"to sweep, to brush, to gather up",JLPT JLPT_2 JLPT_3,vSCJIFU380
吐く,はく,"to throw up, to vomit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,wVP@*4xm(:
拍手,はくしゅ,"clapping hands, applause",JLPT JLPT_2 JLPT_3,QlF4N)gbDJ
莫大,ばくだい,"enormous, vast",JLPT JLPT_2 JLPT_3,E~?/H3*fy6
爆発,ばくはつ,"explosion, detonation, eruption",JLPT JLPT_2 JLPT_3,g9VYFn:WwV
博物館,はくぶつかん,museum,JLPT JLPT_2 JLPT_3,LpU/`O$e<h
激しい,はげしい,"violent, vehement, intense",JLPT JLPT_2 JLPT_3,v6}uu]rF:b
はさみ,はさみ,scissors,JLPT JLPT_2 JLPT_3,eD|fBc0re3
破産,はさん,(personal) bankruptcy,JLPT JLPT_2 JLPT_3,f7-bX^)CWC
端,はし,"end (e.g., of street), edge, margin",JLPT JLPT_2 JLPT_3,lap$^>s}*W
始まり,はじまり,"origin, beginning",JLPT JLPT_2 JLPT_3,I]JL:M+y+M
パス,パス,"path, pass (in games)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,hnnWC$6?3f
外す,はずす,"to unfasten, to remove",JLPT JLPT_2 JLPT_3,nj2An#}L(c
パスポート,パスポート,passport,JLPT JLPT_2 JLPT_3,jjzXZ[V)~Q
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",JLPT JLPT_2 JLPT_3,r]URt`fp_5
旗,はた,flag,JLPT JLPT_2 JLPT_3,dNY/1a;w#%
肌,はだ,skin,JLPT JLPT_2 JLPT_3,gmj^ZD0zR@
裸,はだか,"naked, nude",JLPT JLPT_2 JLPT_3,O|p6i=|2+#
畑,はたけ,"field, patch",JLPT JLPT_2 JLPT_3,rk<p3A[!PW
働き,はたらき,"work, labor",JLPT JLPT_2 JLPT_3,G[F:Wb:]Y%
バッグ,バッグ,bag,JLPT JLPT_2 JLPT_3,^7.n+J;iq
発見,はっけん,"discovery, detection, finding",JLPT JLPT_2 JLPT_3,e1V)m7Fw)7
発行,はっこう,issue (publications),JLPT JLPT_2 JLPT_3,O3&*)a48ia
発車,はっしゃ,departure of a vehicle,JLPT JLPT_2 JLPT_3,ml<@&G38CG
発射,はっしゃ,"firing, shooting, discharge",JLPT JLPT_2 JLPT_3,F/fE`P6yl-
罰する,ばっする,"to punish, to penalize",JLPT JLPT_2 JLPT_3,hbPUdBho_q
発達,はったつ,"development, growth",JLPT JLPT_2 JLPT_3,Fi-WS4m5Vq
ばったり,ばったり,(to meet) by chance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,hf@ltuFXs9
発展,はってん,"development, growth, progress",JLPT JLPT_2 JLPT_3,niC<3l*Uz&
発表,はっぴょう,announcement; publication; presentation,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,q#5&i-N|DX
発明,はつめい,invention,JLPT JLPT_2 JLPT_3,"m%u/3I%I,u"
派手,はで,"showy, flashy, gaudy",JLPT JLPT_2 JLPT_3,t&Cvj}ttRu
話し合う,はなしあう,"to discuss, to talk together",JLPT JLPT_2 JLPT_3,nVR8y%BClP
離す,はなす,"to part, to separate",JLPT JLPT_2 JLPT_3,"zQ6Rm,}F5G"
放す,はなす,"to separate, to set free",JLPT JLPT_2 JLPT_3,P8H2t4/rp$
離れる,はなれる,"(something, someone) separates; parts from; to be apart",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.23 Genki,Gk<MF_X=YD
放れる,はなれる,"to leave, to get free, to cut oneself off",JLPT JLPT_2 JLPT_3,pQ8K=L1K+c
羽,はね,wing,JLPT JLPT_2 JLPT_3,LCMy2UZmN
羽根,はね,feather,JLPT JLPT_2 JLPT_3,IFw6^-Jg|1
幅,はば,"width, breadth",JLPT JLPT_2 JLPT_3,yuqlNtOC6P
母親,ははおや,mother,JLPT JLPT_2 JLPT_3,gl#dQh*e=R
省く,はぶく,"to omit, to eliminate",JLPT JLPT_2 JLPT_3,hA|}BeGd!`
場面,ばめん,"scene, setting (e.g., of novel)",JLPT JLPT_2 JLPT_3,wCW&}Thr>1
流行る,はやる,"to be popular, to come into fashion",JLPT JLPT_2 JLPT_3,l+WfR9cGsI
腹,はら,"abdomen, belly, stomach",JLPT JLPT_2 JLPT_3,sfZ+Z?`&!R
原,はら,"field, plain",JLPT JLPT_2 JLPT_3,c<(AEgR!*z
バランス,バランス,balance,JLPT JLPT_2 JLPT_3,QVn*9^P55E
針,はり,"needle, hand (e.g., clock)",JLPT JLPT_2 JLPT_3,QA`E9TI{mo
範囲,はんい,"extent, scope, range",JLPT JLPT_2 JLPT_3,r:1!2<WUUN
反抗,はんこう,"opposition, resistance",JLPT JLPT_2 JLPT_3,"IDJ,GPHc09"
犯罪,はんざい,crime,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,h9%1~S`/5q
ハンサム,ハンサム,handsome,JLPT JLPT_2 JLPT_3,F8GaX2S*6r
反省,はんせい,"reflection, reconsideration, regret",JLPT JLPT_2 JLPT_3,jl_=K>.y=r
判断,はんだん,"judgment, decision",JLPT JLPT_2 JLPT_3,v@gzHM&*wS
犯人,はんにん,"offender, criminal",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,KepmoPPwL&
販売,はんばい,"sale, selling, marketing",JLPT JLPT_2 JLPT_3,c`5qHhM#2.
灯,ひ,light,JLPT JLPT_2 JLPT_3,I||i~_;O|L
ビール,ビール,beer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,l^Yo8c$buu
被害,ひがい,damage,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,tAfC4<pK2g
比較,ひかく,comparison,JLPT JLPT_2 JLPT_3,JGY{<0z3/z
ピクニック,ピクニック,picnic,JLPT JLPT_2 JLPT_3,oc^zhI)pBK
悲劇,ひげき,tragedy,JLPT JLPT_2 JLPT_3,EzhU5X_S}(
飛行,ひこう,"aviation, flight",JLPT JLPT_2 JLPT_3,rAR4=4~Jb^
膝,ひざ,"knee, lap",JLPT JLPT_2 JLPT_3,I?$>s3Mj7%
非常,ひじょう,"emergency, extraordinary, unusual",JLPT JLPT_2 JLPT_3,jIVGL0x@qc
美人,びじん,beautiful person (woman),JLPT JLPT_2 JLPT_3,g|cQb(%])I
額,ひたい,"forehead, brow",JLPT JLPT_2 JLPT_3,K}(BncWd~a
日付,ひづけ,"date, dating",JLPT JLPT_2 JLPT_3,jl00WKL;dH
引越し,ひっこし,"moving, changing residence",JLPT JLPT_2 JLPT_3,"rxV,INx<Hk"
必死,ひっし,"desperation, frantic, inevitable result",JLPT JLPT_2 JLPT_3,nC7R$*m=)e
ぴったり,ぴったり,"exactly, neatly, sharp",JLPT JLPT_2 JLPT_3,gEO0@gf40A
引っ張る,ひっぱる,"to pull, to stretch, to drag",JLPT JLPT_2 JLPT_3,FzRJSNQfTY
否定,ひてい,"negation, denial",JLPT JLPT_2 JLPT_3,hq]bB}D.D
ビデオ,ビデオ,video tape; VCR,JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki,fVfQ41zUR-
一言,ひとこと,one word,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,cb)`=-[#ld
